名字,户型,可住,价格,图片,评价,类型,城市
【星辰民宿】浪漫海景房  近沙滩近商业,2室,宜住4人,￥399,,"
                                        5.0
                                    ",整租,yantai
市政府对面文化喷泉广场,1室,宜住4人,￥218,,"
                                        5.0
                                    ",整租,yantai
近海近商业街双床大一室可做饭,1室,宜住3人,￥218,,"
                                        5.0
                                    ",整租,yantai
静居舒适，海滩步行七分钟即达,3室,宜住6人,￥409,,"
                                        5.0
                                    ",整租,yantai
【惠心民宿】｜惠心·观岛｜距养马岛摆渡入口200米｜大空间｜安静舒适,2室,宜住4人,￥500,,"
                                        5.0
                                    ",整租,yantai
特色窑洞●200亩田园，邻招虎山和岠嵎山，采摘垂钓烧烤全，免费停，团建聚会好去处,4室,宜住16人,￥1812,,"
                                        5.0
                                    ",整租,yantai
步行3分钟海洋极地世界，蓬长客港/蓬莱阁8分钟/全新装修/免费私家车位停车/近海鲜市场/出行方便,6室,宜住15人,￥704,,"
                                        5.0
                                    ",整租,yantai
一楼/步行海洋极地世界，蓬长客港3分钟/蓬莱阁8分钟/全新装修/空调（冷暖）,2室,宜住6人,￥185,,"
                                        5.0
                                    ",整租,yantai
步行海洋极地世界，蓬长客港3分钟/蓬莱阁8分钟/全新装修/近海鲜市场/近商圈近大,4室,宜住10人,￥299,,"
                                        5.0
                                    ",整租,yantai
碧海云天海景房，步行两分钟到海边，高端社区，中心位置，配套齐全,2室,宜住4人,￥312,,"
                                        5.0
                                    ",整租,yantai
复试Loft/精装一居室/永旺梦乐城/时光塔/张裕卡斯特酒庄/金沙滩海滨公园/孤独的鲸,1室,宜住2人,￥144,,"
                                        5.0
                                    ",整租,yantai
南岛的嘉/精选双阳台海景带阁楼·3卧3床/近海滩林海峰山,3室,宜住6人,￥450,,"
                                        5.0
                                    ",整租,yantai
南岛的嘉/雅致公寓管家服务/二室一厅两卫/海景大露台/近景区,2室,宜住3人,￥350,,"
                                        5.0
                                    ",整租,yantai
近八仙过海景区，海边，蓬莱阁；近蓬莱三大超市,2室,宜住4人,￥329,,"
                                        5.0
                                    ",整租,yantai
146平米三室一厅二卫一厨近养马岛3千米龙湖天街3百米南北通透宽敞明亮干净实惠,3室,宜住6人,￥368,,"
                                        5.0
                                    ",整租,yantai
近蓬莱阁海洋极地世界戚继光故里,2室,宜住2人,￥100,,"
                                        5.0
                                    ",单间出租,yantai
港城拾光•LOFT/两层共124平方米/新装修/雅致风格/2卧2床/雅致风格,2室,宜住6人,￥480,,"
                                        5.0
                                    ",整租,yantai
海景标间,1室,宜住2人,￥298,,"
                                        5.0
                                    ",整租,yantai
梦幻公主房,1室,宜住4人,￥899,,"
                                        5.0
                                    ",整租,yantai
情侣海景房！,1室,宜住2人,￥498,,"
                                        5.0
                                    ",整租,yantai
总统套房，落地窗海景房！,1室,宜住4人,￥899,,"
                                        5.0
                                    ",整租,yantai
紫金世家简约复式五居,5室,宜住10人,￥1000,,"
                                        5.0
                                    ",整租,yantai
近湿地公园，近中医院2居室,2室,宜住4人,￥388,,"
                                        5.0
                                    ",整租,yantai
现代欧式风观海景大一居/近烟大海水浴场/趣浪帆船公园/近渔人码头/鲸鲨馆/粉色贝壳沙滩/养马岛/近烟,1室,宜住2人,￥500,,"
                                        5.0
                                    ",整租,yantai
现代暖黄风双卧室/近渔人码头/烟大海水浴场/理工学院/滨州医学院/2小时免费停车/可做饭/距万象汇1,2室,宜住4人,￥500,,"
                                        5.0
                                    ",整租,yantai
阳光民宿/精装简约风/海景房/两室一厅,2室,宜住4人,￥248,,"
                                        5.0
                                    ",整租,yantai
静心庭院小院风民宿,2室,宜住4人,￥299,,"
                                        5.0
                                    ",整租,yantai
270度海景大平层/在家即可看日出日落/楼下就是沙滩/房子就是大住着舒心,3室,宜住6人,￥1200,,"
                                        5.0
                                    ",整租,yantai
市中心三居两卫海景房/近火车站/客运码头/核心商圈/豪华装修/大悦城/吾悦广场,3室,宜住6人,￥1200,,"
                                        5.0
                                    ",整租,yantai
市中心三居两卫海景房/近火车站/客运码头/核心商圈/豪华装修/大悦城/吾悦广场,3室,宜住6人,￥1288,,"
                                        5.0
                                    ",整租,yantai
【亿万家 枕月居】三室两卫家庭房 近养马岛里蹦岛 北中国海公园 可赶海,3室,宜住6人,￥485,,"
                                        5.0
                                    ",整租,yantai
【亿万家 听风阁】三室两卫家庭房 近养马岛里蹦岛 北中国海公园 可赶海,3室,宜住6人,￥485,,"
                                        5.0
                                    ",整租,yantai
养马岛/龙湖葡醍海湾，“屿你”栖海叠院BBQ，投影，咖啡，配套齐全，临近海边冬暖夏凉，解锁惬意旅居。,3室,宜住6人,￥1498,,"
                                        5.0
                                    ",整租,yantai
「阿岩的小民宿」近养马岛/一室一厅/带空调/可做饭/近商圈/（一张床在客厅）,1室,宜住3人,￥148,,"
                                        5.0
                                    ",整租,yantai
「阿岩的小民宿」近养马岛/三室两厅/带三个空调/可做饭/近商圈/近牟平高铁站/可赶海,3室,宜住6人,￥268,,"
                                        5.0
                                    ",整租,yantai
开发区中心地段/近金沙滩海滨公园/时光塔/孤独的鲸/附近商场/交通便利/可做饭,1室,宜住2人,￥170,,"
                                        5.0
                                    ",整租,yantai
步行100米到金沙滩碧海蓝天/带你领略阳光海岸的美丽！/时光塔/永旺佳世客/天马栈桥/孤独的鲸,3室,宜住6人,￥262,,"
                                        5.0
                                    ",整租,yantai
千灯古镇 炎武故里 高层景观 俯瞰昆山,3室,宜住6人,￥277,,"
                                        4.9
                                    ",整租,suzhou
E  木渎古镇、天平山、灵岩山、近地铁1号线、大润发、大运城、花样城商圈轻奢民宿,1室,宜住2人,￥275,,"
                                        4.6
                                    ",整租,suzhou
苏州园区儿童医院奥体中心旁两房整套家庭房出租,2室,宜住4人,￥268,,"
                                        4.9
                                    ",整租,suzhou
近昆山火车站高铁南站中环东线震川东路,1室,宜住2人,￥258,,"
                                        4.6
                                    ",整租,suzhou
步行至太湖会议中心和太湖景景区只需3分钟的太湖云隐,3室,宜住8人,￥780,,"
                                        5.0
                                    ",整租,suzhou
C 木渎古镇网红高清投影+近地铁口、天平山、大润发、大运城、花样城商圈轻奢民宿,1室,宜住2人,￥280,,"
                                        4.9
                                    ",整租,suzhou
金鸡湖全新精装大复式两室一厅 一线湖景,2室,宜住4人,￥888,,"
                                        5.0
                                    ",整租,suzhou
火车站 汽车站 拙政园 万达广场 观前街温馨简洁单间,6室,宜住2人,￥159,,"
                                        3.8
                                    ",单间出租,suzhou
周庄沈万三故居、双桥附近独立卫浴夏荷房,1室,宜住2人,￥388,,"
                                        5.0
                                    ",整租,suzhou
苏州周庄沈厅、沈万三故居附近独卫春雨房,1室,宜住2人,￥428,,"
                                        5.0
                                    ",整租,suzhou
清雅阁近火车站山塘街平江路拙政园寒山寺,3室,宜住6人,￥498,,"
                                        4.5
                                    ",整租,suzhou
苏州站，平拙政园，外泊家温馨单间出租,7室,宜住2人,￥169,,"
                                        4.0
                                    ",单间出租,suzhou
"周庄欢乐墅轰趴民宿1店 富贵园,五居室",5室,宜住15人,￥3888,,"
                                        5.0
                                    ",整租,suzhou
苏州太湖西山翌缘农庄烧烤篝火西山碧螺春枇杷杨梅采摘基地,8室,宜住16人,￥3599,,"
                                        5.0
                                    ",整租,suzhou
拙政园苏博平江路旁两居整套房近地铁观前街,2室,宜住3人,￥299,,"
                                        4.0
                                    ",整租,suzhou
隐栖-竹院｜18-26公司团建｜家庭聚会｜苏州太湖西山岛泳池别墅｜私人厨房BBQ,8室,宜住18人,￥8000,,"
                                        5.0
                                    ",整租,suzhou
隐栖-山院(夏季泳池),6室,宜住18人,￥7500,,"
                                        5.0
                                    ",整租,suzhou
苏州东山太湖边上湖景独栋别墅包栋,7室,宜住14人,￥1655,,"
                                        2.3
                                    ",整租,suzhou
太湖风景区 城仕高尔夫一室一厅,1室,宜住3人,￥368,,"
                                        5.0
                                    ",整租,suzhou
园区金鸡湖边近儿童医院体育公园旁两房整套出租,2室,宜住4人,￥288,,"
                                        5.0
                                    ",整租,suzhou
苏州太湖西山岛山景十二房民宿《酒吧，私人KTV，台球厅，棋牌室，游戏厅，私房菜》,12室,宜住30人,￥5888,,5.0,整租,suzhou
绿地大道1325号花溪大公园温馨单间出租,2室,宜住2人,￥188,,"
                                        5.0
                                    ",单间出租,suzhou
朗诗滨湖绿郡精装三居室整租,3室,宜住6人,￥999,,"
                                        5.0
                                    ",整租,suzhou
太湖边乡村别墅,5室,宜住15人,￥1288,,"
                                        5.0
                                    ",整租,suzhou
丰圻 五A级旅游景区附近 独栋别墅,7室,宜住11人,￥2088,,"
                                        5.0
                                    ",整租,suzhou
火车站一百米新中复式房近拙政园平江路虎丘#5,3室,宜住4人,￥589,,"
                                        4.9
                                    ",整租,suzhou
近苏州火车站 拙政园 虎丘的复式现代三居室,3室,宜住6人,￥599,,"
                                        5.0
                                    ",整租,suzhou
地铁一号线出口的一室一厅,1室,宜住2人,￥268,,"
                                        5.0
                                    ",整租,suzhou
苏州火车站100米 柏悦公馆服务公寓三居室可住8人,3室,宜住8人,￥559,,"
                                        5.0
                                    ",整租,suzhou
木子花驳岸家,3室,宜住4人,￥498,,"
                                        4.9
                                    ",整租,suzhou
周庄沈万三故居、双桥附近独立卫浴秋月房,1室,宜住2人,￥428,,"
                                        5.0
                                    ",整租,suzhou
苏州周庄沈厅、沈万三故居附近独卫微爱房,1室,宜住2人,￥388,,"
                                        5.0
                                    ",整租,suzhou
苏州周庄沈厅、沈万三故居附近独立卫浴春晓房,1室,宜住2人,￥368,,"
                                        5.0
                                    ",整租,suzhou
古镇区沈厅景点后门临花园房,1室,宜住2人,￥368,,"
                                        5.0
                                    ",整租,suzhou
临近市中心 豪华旅居式民居,1室,宜住2人,￥398,,5.0,整租,suzhou
苏州太湖西山，晋山晋水，太湖日落，包栋泳池，酒吧ktv，团建家庭出游好去处,12室,宜住26人,￥5888,,5.0,整租,suzhou
【同里古镇核心景区内】日式清新风二居一厅/独立院子/高清投影/私密性好/,2室,宜住5人,￥698,,"
                                        4.9
                                    ",整租,suzhou
苏州太湖光福香雪海景区新华舍民宿,5室,宜住2人,￥188,,"
                                        4.6
                                    ",单间出租,suzhou
【同里古镇内】全日系风格 日式居榻榻米,1室,宜住2人,￥299,,"
                                        5.0
                                    ",整租,suzhou
南施街地铁口苏州广电总台旁一居公寓,1室,宜住2人,￥268,,"
                                        4.8
                                    ",整租,suzhou
园区湖东儿童医院和体育公园附近两房整套出租,2室,宜住4人,￥289,,5.0,整租,suzhou
缥缈峰下东涵3号民宿小院,6室,宜住13人,￥2948,,"
                                        5.0
                                    ",整租,suzhou
【同里古镇内】日式双床精装一居室,1室,宜住3人,￥329,,"
                                        5.0
                                    ",整租,suzhou
【同里古镇内】雅致园景大床房,1室,宜住2人,￥279,,5.0,整租,suzhou
【同里古镇核心景区内 】榻榻米观景大床房,1室,宜住2人,￥299,,"
                                        5.0
                                    ",整租,suzhou
苏州园区金鸡湖边摩天轮方洲公园两居室100平,2室,宜住4人,￥289,,"
                                        5.0
                                    ",整租,suzhou
【同里古镇内 】地中海观景家庭双床房,1室,宜住3人,￥289,,5.0,整租,suzhou
苏州周庄沈万三故居、博物馆附近独立卫浴冬雪房,1室,宜住2人,￥388,,"
                                        5.0
                                    ",整租,suzhou
｛自拍｝近苏州站/山塘街/平江路/拙政园/苏州园林/苏州博物馆/留园,1室,宜住2人,￥158,,"
                                        5.0
                                    ",整租,suzhou
温馨舒适 可做饭 有地方停车 超市菜场药店五分钟方便智能门锁2卧/集善地铁站 花溪公园 花桥博览中心,2室,宜住3人,￥149,,"
                                        5.0
                                    ",整租,suzhou
苏州古城/loft投影房/近火车站地铁/平江路博物馆拙政园旅行居所(自营汉服妆造),1室,宜住2人,￥100,,"
                                        5.0
                                    ",整租,suzhou
姑苏荣景火车站店/距地铁口100米/老城区内/近山塘街平江路拙政园苏州博物馆(自营汉服妆造),1室,宜住2人,￥100,,"
                                        5.0
                                    ",整租,suzhou
近火车站拙政园平江路苏州博物馆/投影房/地铁口/古城内旅行住所(自营汉服妆造),1室,宜住2人,￥100,,"
                                        5.0
                                    ",整租,suzhou
君到苏州见/姑苏古城内/地铁口近火车站山塘街平江路拙政园地铁直达(自营汉服妆造),1室,宜住2人,￥100,,"
                                        5.0
                                    ",整租,suzhou
荣景火车站店/姑苏古城内/近地铁平江路山塘街观前街拙政园狮子林地铁直达,1室,宜住2人,￥100,,"
                                        5.0
                                    ",整租,suzhou
古城中心家庭房，近观前街/平江路/拙政园/狮子林/山塘街,2室,宜住4人,￥230,,"
                                        5.0
                                    ",整租,suzhou
【拾光小屋投影大床房】近观前街/拙政园/狮子林/平江路/山塘街/距苏州站地铁一站地,1室,宜住2人,￥200,,"
                                        5.0
                                    ",整租,suzhou
【拾光小屋】景观大床房/近观前街/拙政园/狮子林/苏州博物馆/平江路/山塘街,1室,宜住2人,￥210,,"
                                        5.0
                                    ",整租,suzhou
古城中心市景大床房近观前街\拙政园\平江路\山塘街,1室,宜住2人,￥298,,"
                                        5.0
                                    ",整租,suzhou
《拾光小屋》近观前街、平江路、山塘街、拙政园、苏州站地铁一站地,1室,宜住2人,￥248,,"
                                        5.0
                                    ",整租,suzhou
近观前街/平江路/拙政园/山塘街/古城中心市境大床房,1室,宜住2人,￥200,,"
                                        5.0
                                    ",整租,suzhou
近观前街、平江路、山塘街、拙政园、苏州博物馆、地铁沿线酒店式公寓温馨一室,1室,宜住2人,￥200,,"
                                        5.0
                                    ",整租,suzhou
古城中心大床房，近观前街/拙政园/狮子林/苏州博物馆/山塘街,1室,宜住2人,￥238,,"
                                        5.0
                                    ",整租,suzhou
拾光小屋朝南大床房/近观前街/拙政园/狮子林/苏州博物馆/苏州站地铁一站地,1室,宜住2人,￥200,,"
                                        5.0
                                    ",整租,suzhou
【拾光小屋市景大床房】近观前街、火车站、拙政园、苏州博物馆、山塘街、景观房,1室,宜住2人,￥210,,"
                                        5.0
                                    ",整租,suzhou
＜田园风光普通公寓＞挂墙装饰画/字画3卧3床/6人,3室,宜住6人,￥1399,,"
                                        5.0
                                    ",整租,suzhou
｛实拍｝日式榻榻米复式loft/经典风格,1室,宜住2人,￥105,,"
                                        5.0
                                    ",整租,suzhou
｛实拍｝经典复式loft近地铁二号线平泷路东站/山塘街/苏州站/拙政园/平江路,1室,宜住2人,￥105,,"
                                        5.0
                                    ",整租,suzhou
｛实拍｝近地铁二号线平泷路东地铁口/山塘街/苏州站/拙政园/平江路/苏州博物馆,1室,宜住2人,￥105,,"
                                        5.0
                                    ",整租,suzhou
奶油风格的复式公寓,2室,宜住4人,￥299,,"
                                        5.0
                                    ",整租,suzhou
公寓上下楼80个平方·可住一家四口．附近有索山公园3号5号线直达．全新的装修奶油,2室,宜住4人,￥299,,"
                                        5.0
                                    ",整租,suzhou
近寒山寺/留园/山塘街平江路,2室,宜住2人,￥288,,"
                                        5.0
                                    ",单间出租,suzhou
【诗林】雅致静谧普通公寓 投影设备+电吹风 一居2人居住/苏州民俗博物馆/拙政园,1室,宜住2人,￥390,,"
                                        5.0
                                    ",整租,suzhou
【免费停车-猫咪房】2居室4床位｜七里山塘街，拙政园，平江路，博物馆，狮子林留园,2室,宜住6人,￥311,,"
                                        5.0
                                    ",整租,suzhou
复式公寓．上下楼面积为80平方，可以住3．至4人全新的装修．奶油风格．就好了，,2室,宜住4人,￥299,,"
                                        5.0
                                    ",整租,suzhou
繁华中别墅近寒山寺/留园/山塘街/平江小路/朋友家庭聚会**,4室,宜住7人,￥688,,"
                                        5.0
                                    ",整租,suzhou
粉色系公主风/亲子游/朋友聚会/商业拍摄,3室,宜住5人,￥888,,"
                                        5.0
                                    ",整租,suzhou
西山岛湖畔之鑫开业大酬宾价格美丽—毗邻太湖、宽敞舒适、干净整洁、房内设施齐全,1室,宜住2人,￥198,,"
                                        5.0
                                    ",整租,suzhou
湖畔之鑫开业大酬宾价格美丽—西山岛精致单间毗邻太湖、宽敞舒适、干净整洁、房内设施齐全 期待您的光临,1室,宜住2人,￥198,,"
                                        5.0
                                    ",整租,suzhou
湖畔之鑫开业大酬宾价格美丽—西山岛精致单间毗邻太湖、设施齐全、干净宽敞期待您的光临,1室,宜住2人,￥198,,"
                                        5.0
                                    ",整租,suzhou
西山岛湖畔之鑫开业大酬宾价格美丽—毗邻太湖、宽敞舒适、干净整洁、房内设施齐全,1室,宜住2人,￥198,,"
                                        5.0
                                    ",整租,suzhou
西山岛湖畔之鑫开业大酬宾价格美丽—毗邻太湖、宽敞舒适、干净整洁、房内设施齐全,1室,宜住2人,￥198,,"
                                        5.0
                                    ",整租,suzhou
湖畔之鑫开业大酬宾价格美丽—毗邻太湖、宽敞舒适、干净整洁、房内设施齐全,1室,宜住2人,￥198,,"
                                        5.0
                                    ",整租,suzhou
6米挑高，复式双卫两室三床，大屏投影，地铁口，轻奢loft公寓,2室,宜住6人,￥268,,"
                                        5.0
                                    ",整租,suzhou
【一尘美宿】温馨居家公寓/商务休闲住宿/清新简约风 近苏州北站 近吾悦广场 湖景,1室,宜住2人,￥200,,"
                                        5.0
                                    ",整租,suzhou
免费停车春游踏青赏花可做饭两房三床 近拙政园狮子林 平江路 博物馆苏州站亲子游,2室,宜住5人,￥699,,"
                                        5.0
                                    ",整租,suzhou
观前街｜十全街｜地铁四号线乐桥站｜网师园｜拙政园｜苏州博物馆｜狮子林｜山塘街,1室,宜住4人,￥428,,"
                                        5.0
                                    ",整租,suzhou
十全街｜三床房可住6人｜乐桥地铁站四号线｜智能投影｜拙政园｜平江路｜苏州博物馆,1室,宜住6人,￥428,,"
                                        5.0
                                    ",整租,suzhou
观前街｜奶油诧寂风｜双床可住4人｜十全街｜网师园｜苏州博物馆｜狮子林｜平江路,1室,宜住4人,￥428,,"
                                        5.0
                                    ",整租,suzhou
知意 拙政园旁700米 两居 带投影大院子平江路 观前街火车站,2室,宜住2人,￥466,,"
                                        5.0
                                    ",整租,suzhou
春游踏青赏花南大弄拙政园直线500米观前街西北街三房 阁楼独门独院特色古城古风景区近民宅小院停车自费,3室,宜住8人,￥696,,"
                                        5.0
                                    ",整租,suzhou
云舒/二03楼精致暖居独立卫浴 1床2人/近平江路/拙政园/狮子林,1室,宜住2人,￥240,,"
                                        5.0
                                    ",整租,suzhou
[迈渡高端大气别墅]燃气灶+空调（冷暖)4卧/嘉荫堂/同里古镇/同里/可住8人,4室,宜住8人,￥2100,,"
                                        5.0
                                    ",整租,suzhou
【苏州站对面-大海房】2居室4大床｜七里山塘街，拙政园，平江路，苏州博物馆，留园,2室,宜住6人,￥340,,"
                                        5.0
                                    ",整租,suzhou
【苏州站对面-归来房】2居室4大床｜自动麻将机，七里山塘街，拙政园，平江路，留园,2室,宜住6人,￥397,,"
                                        5.0
                                    ",整租,suzhou
【苏州站对面-家居房】2居室4床位｜七里山塘街，拙政园，平江路，苏州博物馆，留园,2室,宜住6人,￥340,,"
                                        5.0
                                    ",整租,suzhou
云舒/视野好/近平江路/拙政园/苏博,3室,宜住3人,￥320,,"
                                        5.0
                                    ",单间出租,suzhou
云舒//三02温馨风格，近平江路/拙政园/苏博,3室,宜住2人,￥290,,"
                                        5.0
                                    ",单间出租,suzhou
云舒//二02 精致典雅大床房/平江路/近苏博/拙政园,3室,宜住2人,￥280,,"
                                        5.0
                                    ",单间出租,suzhou
云舒//二01/中式风格一居大床房，近平江路/拙政园/苏博/狮子林,3室,宜住2人,￥325,,"
                                        5.0
                                    ",单间出租,suzhou
云舒//三楼03近平江路/拙政园/苏博/地铁站/,3室,宜住2人,￥260,,"
                                        5.0
                                    ",单间出租,suzhou
云舒/一02中式风格温馨大床房/近拙政园/平江路/苏博,3室,宜住2人,￥280,,"
                                        5.0
                                    ",单间出租,suzhou
云舒 /一楼01/精装大床房适合2人入住/近苏州博物馆/拙政园/狮子林,2室,宜住2人,￥300,,"
                                        5.0
                                    ",单间出租,suzhou
【苏州站对面-田园房】2居室4床位｜七里山塘街，拙政园，平江路，苏州博物馆，留园,2室,宜住6人,￥340,,"
                                        5.0
                                    ",整租,suzhou
【苏州站对面-橙色房】3居室4床位｜麻将机，七里山塘街，拙政园，平江路，博物馆,3室,宜住6人,￥426,,"
                                        5.0
                                    ",整租,suzhou
【苏州站对面-海岛房】3居室4床位｜自动麻将机，七里山塘街，拙政园，平江路，留园,3室,宜住6人,￥426,,"
                                        5.0
                                    ",整租,suzhou
【萤澈】小院+露台 步行平江路30秒，拙政园狮子林苏博 米家智能苏州站观前街山塘街 六号线地铁口,1室,宜住3人,￥390,,"
                                        5.0
                                    ",整租,suzhou
【闻溪】小院+露台 步行平江路30秒，拙政园狮子林苏博 米家智能苏州站观前街山塘街 六号线地铁口,2室,宜住4人,￥470,,"
                                        5.0
                                    ",整租,suzhou
【望舒】小院+露台 步行平江路30秒，拙政园狮子林苏博 米家智能苏州站观前街山塘街 六号线地铁口,2室,宜住4人,￥470,,"
                                        5.0
                                    ",整租,suzhou
免费停车/可周租月租近木渎古镇灵岩山/博物馆西馆/淮海街/西跨塘地铁站/苏州经贸,1室,宜住2人,￥200,,"
                                        5.0
                                    ",整租,suzhou
【芽舍·友盼】独墅湖高校区 带厨房客厅 洗衣机冰箱齐全 独享私人空间,1室,宜住2人,￥278,,"
                                        5.0
                                    ",整租,suzhou
＜念家小院＞新装修三居室可居住6-8人/近苏州火车站/北寺塔地铁站/皮市街/观前街/平江路/拙政园,3室,宜住8人,￥800,,"
                                        5.0
                                    ",整租,suzhou
【楠山桔·木息】平江路历史街内丨近苏博丨观前街丨拙政园丨狮子林丨双塔市集丨巨幕高清投影,1室,宜住2人,￥368,,"
                                        5.0
                                    ",整租,suzhou
【楠山桔·木禾】平江路历史街内丨近昆曲博物馆丨手摇船丨狮子林丨苏博丨观前街丨双塔市集丨巨幕高清投影,1室,宜住2人,￥368,,"
                                        5.0
                                    ",整租,suzhou
近南大苏州校区，绣品街国家湿地公园苏州乐园植物园，精装电梯两室，有轨1。免费停车,2室,宜住4人,￥288,,"
                                        5.0
                                    ",整租,suzhou
近南大苏州校区，苏州国家湿地公园绣品街苏州乐园植物园，精装2室有轨1号。停车免费,2室,宜住4人,￥299,,"
                                        5.0
                                    ",整租,suzhou
家庭房陪考房，近苏州博物西馆狮山文化广场精装两室，狮山商圈，新区一中，地铁1号,2室,宜住4人,￥338,,"
                                        5.0
                                    ",整租,suzhou
【大平层燃气做饭-蝴蝶房】3居室3大床｜七里山塘街，拙政园，平江路，博物馆，留园,3室,宜住6人,￥369,,"
                                        5.0
                                    ",整租,suzhou
【大平层燃气做饭-米奇房】3居室3大床｜七里山塘街，拙政园，平江路，博物馆，留园,3室,宜住6人,￥369,,"
                                        5.0
                                    ",整租,suzhou
【免费停车-熊猫房】2居室4床位｜七里山塘街，拙政园，平江路，狮子林，苏州博物馆,2室,宜住6人,￥311,,"
                                        5.0
                                    ",整租,suzhou
【免费停车-悠然房】2居室4大床｜七里山塘街，拙政园，平江路，博物馆，狮子林留园,2室,宜住6人,￥369,,"
                                        5.0
                                    ",整租,suzhou
【免费停车】晨光房|2居室4大床2个卫生间｜麻将机|山塘街，拙政园平江路，狮子林,2室,宜住6人,￥369,,"
                                        5.0
                                    ",整租,suzhou
【百分之栖】竹笙｜IMAX影音大床房 万达广场,1室,宜住2人,￥333,,"
                                        5.0
                                    ",整租,suzhou
【百分之栖】拾山｜IMAX影音大床房 万达广场,1室,宜住2人,￥333,,"
                                        5.0
                                    ",整租,suzhou
【百分之栖】直木｜IMAX影音大床房 万达广场,1室,宜住2人,￥333,,"
                                        5.0
                                    ",整租,suzhou
【玖间• 露营吧】复式loft/近苏州站/山塘街/观前街/苏州博物馆/平江路,1室,宜住2人,￥150,,"
                                        5.0
                                    ",整租,suzhou
【大平层燃气做饭-蝴蝶房】3居室3大床｜七里山塘街，拙政园，平江路，博物馆，留园,3室,宜住6人,￥364,,"
                                        5.0
                                    ",整租,suzhou
【大平层燃气做饭-米奇房】3居室3大床｜七里山塘街，拙政园，平江路，留园，狮子林,3室,宜住6人,￥364,,"
                                        5.0
                                    ",整租,suzhou
【免费停车-悠然房】2居室4大床｜七里山塘街，拙政园，平江路，博物馆，留园狮子林,2室,宜住6人,￥364,,"
                                        5.0
                                    ",整租,suzhou
【免费停车-晨光房】2居室4大床｜自动麻将机，七里山塘街，拙政园，平江路，留园,2室,宜住6人,￥364,,"
                                        5.0
                                    ",整租,suzhou
【苏州站对面-家居房】2居室4床位｜七里山塘街，拙政园，平江路，留园，苏州博物馆,2室,宜住6人,￥336,,"
                                        5.0
                                    ",整租,suzhou
【苏州站对面-海岛房】3居室4大床｜七里山塘街，拙政园，平江路，留园，苏州博物馆,3室,宜住6人,￥421,,"
                                        5.0
                                    ",整租,suzhou
【多巴胺】桃喜loft独栋1室2床 巨幕观影 山塘街景区 平江路 博物馆 拙政园,1室,宜住4人,￥360,,"
                                        5.0
                                    ",整租,suzhou
【漫香】近园区站/奥体/金鸡湖/博览中心/月光码头/东方之门/华谊影视/阳澄湖/,2室,宜住4人,￥341,,"
                                        5.0
                                    ",整租,suzhou
游站网红楼/法式复古/大露台拍照打卡/近地铁/森林小居/复式独户/管家式服务,1室,宜住2人,￥233,,"
                                        5.0
                                    ",整租,suzhou
《镶香厢》福森小筑 花桥安亭家速度公馆 高雅新中式密码锁兆丰路地铁口可做饭近美仑凯德鑫宇嘉苑硅湖同济,1室,宜住2人,￥273,,"
                                        5.0
                                    ",整租,suzhou
《甜梦绿》福森小筑 奶油风投影做饭兆丰路中寰近汽车博览公园安亭老街财富广场美仑凯德全新装修硅湖同济,1室,宜住2人,￥273,,"
                                        5.0
                                    ",整租,suzhou
《旷美间》｜温馨LOFT1卧室｜福森小筑做高品质、不求出租率｜长短周月租近兆丰路站一次性浴巾花桥安亭,1室,宜住2人,￥260,,"
                                        5.0
                                    ",整租,suzhou
《舒美寓》家速度整租1卧 福森小筑 奶油风 大屏电视 可长短租做饭近地铁口安亭花桥嘉亭荟兆丰凯德汽车,1室,宜住2人,￥236,,"
                                        5.0
                                    ",整租,suzhou
过云山居湖上庄园在水一方·湖景双卧大套房（夏日赏荷+小冰箱+临湖观景休闲沙发）,1室,宜住4人,￥1688,,"
                                        5.0
                                    ",整租,suzhou
过云山居湖上庄园自在呼吸·慢节奏小岛大床房（小冰箱+智能马桶+夏日赏荷）,1室,宜住2人,￥848,,"
                                        5.0
                                    ",整租,suzhou
过云山居湖上庄园贪恋湖光·湖景一室一厅套房（聚会派对独立客厅+超好视野共赏湖景）（免费早餐）,1室,宜住2人,￥1488,,"
                                        5.0
                                    ",整租,suzhou
过云山居湖上庄园视野松绑360°湖景LOFT露台套房（观景露台+独立客廳）,1室,宜住4人,￥2888,,"
                                        5.0
                                    ",整租,suzhou
过云山居湖上庄园一院湖影·临湖私汤小院大床房（独享治愈小院+观水上日出+下沉式泡池）（免费早餐）,1室,宜住2人,￥1488,,"
                                        5.0
                                    ",整租,suzhou
过云山居湖上庄园朝阳晚霞·湖景一室一厅大床房（隔断式客厅+躺平藤椅）（免费早餐）,1室,宜住2人,￥1288,,"
                                        5.0
                                    ",整租,suzhou
过云山居湖上庄园朝阳晚霞·湖景大床房（隔断式客厅+躺平藤椅）（免费早餐）,1室,宜住2人,￥988,,"
                                        5.0
                                    ",整租,suzhou
过云山居湖上庄园安睡好梦·慢节奏小岛双床房（小冰箱+智能马桶+夏日赏荷）（免费早餐）,1室,宜住2人,￥988,,"
                                        5.0
                                    ",整租,suzhou
雅居/近相门/十全街/双塔/拙政园/平江路历史街/一室一卫·无线网络/苏州大学,1室,宜住2人,￥180,,"
                                        5.0
                                    ",整租,suzhou
落地窗+加大双床房｜2床可住2-4人｜近木渎地铁站/天平山景区/影视城会展中心｜,4室,宜住2人,￥128,,"
                                        5.0
                                    ",单间出租,suzhou
